"row","col","corr"
"Sulfitobacter","X10431",-0.146649349388171
"SUP05 cluster","X10431",-0.341656447088255
"Sva0996 marine group","X10431",-0.28854373348495
"Synechococcus CC9902","X10431",-0.217457012334141
"Thalassotalea","X10431",-0.185379858114391
"Ulvibacter","X10431",0.182986597483416
"A714019","X37610",-0.199313552770945
"Aliiglaciecola","X37610",-0.230353232085017
"Alteromonas","X37610",-0.207224509518128
"Alteromonas macleodii","X37610",-0.233742963852029
"Amphritea","X37610",0.393477312059649
"Amylibacter","X37610",0.513693145408709
"Ascidiaceihabitans","X37610",0.148085029079575
"AT-s3-44","X37610",-0.232622927249355
"Aureispira","X37610",-0.253542308885237
"BD1-7 clade","X37610",0.291696018116492
"Blastopirellula","X37610",-0.182771364041877
"Candidatus Actinomarina","X37610",-0.150396915844472
"Candidatus Endoecteinascidia","X37610",-0.251972804147764
"Candidatus Nitrosopelagicus","X37610",-0.269028668228374
"Candidatus Nitrosopumilus","X37610",-0.166768200656581
"Candidatus Puniceispirillum","X37610",-0.123185633104549
"Catenovulum","X37610",-0.23445368126646
"CL500-3","X37610",0.287458285119569
"Clade Ia","X37610",-0.144774179668724
"Clade Ib","X37610",-0.302637226466759
"Cm1-21","X37610",-0.228922968466906
"Colwellia","X37610",-0.233997236460279
"Crocinitomix","X37610",-0.132780369218131
"D_7__Chaetoceros","X37610",0.630606827913915
"Dokdonia","X37610",-0.178344528951175
"Flavicella","X37610",-0.271159315181222
"Fluviicola","X37610",0.0203009855340038
"Formosa","X37610",0.287057018315219
"Francisella","X37610",0.348940920809618
"FS140-16B-02 marine group","X37610",-0.287541806000637
"Halioglobus","X37610",-0.183227926569473
"Halomonas","X37610",-0.262294640051049
"Hellea","X37610",0.49864716921305
"hydrothermal vent metagenome","X37610",-0.279882788409471
"Idiomarina","X37610",-0.132876739341085
"IS-44","X37610",-0.0926406493849555
"JL-ETNP-F27","X37610",-0.205450709274221
"Lentimonas","X37610",-0.139989066775321
"Lentisphaera","X37610",-0.343352802857405
"Lewinella","X37610",0.600113811601296
"LS-NOB","X37610",-0.190619228313895
"Luminiphilus","X37610",-0.104557199621302
"Magnetospira","X37610",-0.244494609207991
"Marinagarivorans","X37610",-0.205745783032522
"marine metagenome","X37610",-0.323949215807986
"Marinimicrobia bacterium SCGC AAA003-E22","X37610",-0.22620504032851
"Marinimicrobia bacterium SCGC AAA160-I06","X37610",-0.211675850796861
"Marinobacter","X37610",-0.212339765156249
"Marinoscillum","X37610",-0.101462837207627
"MB11C04 marine group","X37610",0.0980073548990863
"MD3-55","X37610",-0.0778803475854281
"metagenome","X37610",-0.304639087905865
"Milano-WF1B-03","X37610",-0.173308400959388
"MWH-UniP1 aquatic group","X37610",-0.151274009359277
"Nitrosomonas","X37610",-0.0163631646185702
"Nitrospina","X37610",-0.286917803497313
"NS10 marine group","X37610",0.120586088549841
"NS2b marine group","X37610",-0.372228563087014
"NS4 marine group","X37610",0.190808433676938
"NS5 marine group","X37610",-0.0353159880076112
"Oleibacter","X37610",-0.0787983709618765
"Oleiphilus","X37610",0.565079118079195
"Oleispira","X37610",-0.118677752367975
"OM27 clade","X37610",-0.156870248137542
"OM43 clade","X37610",0.105365980339998
"OM60(NOR5) clade","X37610",0.122061945417406
"OM75 clade","X37610",-0.133941678063276
"Pelagicoccus","X37610",-0.113484988361372
"Peredibacter","X37610",-0.127491290412212
"Persicirhabdus","X37610",-0.182756926745464
"Planktomarina","X37610",0.348698822232798
"Porticoccus","X37610",-0.0940977149121517
"Prochlorococcus MIT9313","X37610",-0.129371061586699
"Pseudoalteromonas","X37610",-0.29504104755762
"Pseudofulvibacter","X37610",-0.280492893904157
"Pseudohongiella","X37610",-0.192713375442783
"Pseudomonas","X37610",-0.161061532246707
"Psychromonas","X37610",-0.176102680703119
"Reichenbachiella","X37610",-0.207191272224611
"Rhodobacteraceae bacterium REDSEA-S29_B10","X37610",-0.132816874390747
"Rhodopirellula","X37610",-0.228475218141304
"Roseibacillus","X37610",-0.127090398154234
"Roseobacter clade NAC11-7 lineage","X37610",-0.0953226802254098
"Rubripirellula","X37610",-0.179398915583665
"Ruegeria","X37610",0.620447323982502
"Saprospira","X37610",0.588446023661366
"SAR116 cluster bacterium REDSEA-S10_B10N8","X37610",-0.155945125901138
"SAR202 cluster bacterium SCGC AAA240-N13","X37610",-0.210671235785522
"SAR86 cluster bacterium REDSEA-S09_B4","X37610",-0.241433657529947
"SAR92 clade","X37610",0.212334203466277
"SCGC AAA164-E04","X37610",-0.00609610606500874
"seawater metagenome","X37610",-0.136011326402054
"Shewanella","X37610",0.0145365403083567
"Sinobacterium","X37610",-0.100710157170224
"Sulfitobacter","X37610",0.543959114892249
"SUP05 cluster","X37610",-0.0793740474376362
"Sva0996 marine group","X37610",-0.279030349802193
"Synechococcus CC9902","X37610",-0.306246212325217
"Thalassotalea","X37610",-0.241553951818481
"Ulvibacter","X37610",0.392059143931569
"A714019","X140",0.220970481379672
"Aliiglaciecola","X140",-0.157387011207375
"Alteromonas","X140",0.0436680451980671
"Alteromonas macleodii","X140",0.110549099622502
"Amphritea","X140",0.105088841066322
"Amylibacter","X140",-0.167615968360361
"Ascidiaceihabitans","X140",0.081430624120076
"AT-s3-44","X140",0.0503356495066933
"Aureispira","X140",-0.0774299073518414
"BD1-7 clade","X140",0.0626899077477109
"Blastopirellula","X140",0.285242841922746
"Candidatus Actinomarina","X140",-0.110907364812773
"Candidatus Endoecteinascidia","X140",0.171055419195263
"Candidatus Nitrosopelagicus","X140",0.210220597526837
"Candidatus Nitrosopumilus","X140",0.23987532640767
"Candidatus Puniceispirillum","X140",-0.172747158463944
"Catenovulum","X140",-0.0302436513419242
"CL500-3","X140",0.137299897145256
"Clade Ia","X140",-0.102009347000657
"Clade Ib","X140",0.147842728485488
"Cm1-21","X140",0.2724465483206
"Colwellia","X140",0.019285712475002
"Crocinitomix","X140",0.183799676746888
"D_7__Chaetoceros","X140",-0.0602230724615578
"Dokdonia","X140",-0.155582255502541
"Flavicella","X140",-0.139374509045135
"Fluviicola","X140",-0.0915778554061435
"Formosa","X140",-0.286721351936489
"Francisella","X140",-0.124954763055809
"FS140-16B-02 marine group","X140",0.111323325986305
"Halioglobus","X140",0.26784924732194
"Halomonas","X140",-0.0283732943027342
"Hellea","X140",-0.164533058316701
"hydrothermal vent metagenome","X140",0.258200046561124
"Idiomarina","X140",0.0865524821917778
"IS-44","X140",-0.0523051431632439
"JL-ETNP-F27","X140",0.267240692053114
"Lentimonas","X140",-0.177582802670924
"Lentisphaera","X140",0.127670712651532
"Lewinella","X140",-0.122393566518966
"LS-NOB","X140",0.178213360373684
"Luminiphilus","X140",-0.0906903936836846
"Magnetospira","X140",0.0604086675294525
"Marinagarivorans","X140",-0.0724679869986357
"marine metagenome","X140",0.185258784717044
"Marinimicrobia bacterium SCGC AAA003-E22","X140",0.0510957908720032
"Marinimicrobia bacterium SCGC AAA160-I06","X140",0.125914579585663
"Marinobacter","X140",-0.0601076562336875
"Marinoscillum","X140",-0.0739701640636837
"MB11C04 marine group","X140",0.1786333160547
"MD3-55","X140",-0.186507061216239
"metagenome","X140",0.117448198565564
"Milano-WF1B-03","X140",0.27170918914659
"MWH-UniP1 aquatic group","X140",-0.122633499830219
"Nitrosomonas","X140",0.102217083328083
"Nitrospina","X140",0.205934273209399
"NS10 marine group","X140",0.21880304996555
"NS2b marine group","X140",-0.03416833521178
"NS4 marine group","X140",-0.0508094773887269
"NS5 marine group","X140",-0.167892408081586
"Oleibacter","X140",0.00353631308114077
"Oleiphilus","X140",0.058267289961108
"Oleispira","X140",-0.0523367238905246
"OM27 clade","X140",0.246480089429214
"OM43 clade","X140",-0.170913353151151
"OM60(NOR5) clade","X140",-0.198205318804455
"OM75 clade","X140",0.0216661441558895
"Pelagicoccus","X140",-0.123737046114152
"Peredibacter","X140",0.325979165393282
"Persicirhabdus","X140",-0.151141799469467
"Planktomarina","X140",-0.239745872738486
"Porticoccus","X140",0.00709731454652862
"Prochlorococcus MIT9313","X140",-0.0729774614111606
"Pseudoalteromonas","X140",0.10029235244235
"Pseudofulvibacter","X140",0.193623347284475
"Pseudohongiella","X140",-0.114945076991519
"Pseudomonas","X140",0.187114333410052
"Psychromonas","X140",0.214613260367802
"Reichenbachiella","X140",-0.00756978974159105
"Rhodobacteraceae bacterium REDSEA-S29_B10","X140",-0.104671289208574
"Rhodopirellula","X140",0.179555236612396
"Roseibacillus","X140",-0.137792637450412
"Roseobacter clade NAC11-7 lineage","X140",0.0181941030756208
"Rubripirellula","X140",0.292418567009674
"Ruegeria","X140",-0.0722677180291636
"Saprospira","X140",-0.0977845985440694
"SAR116 cluster bacterium REDSEA-S10_B10N8","X140",-0.124858680844385
"SAR202 cluster bacterium SCGC AAA240-N13","X140",0.100605779386989
"SAR86 cluster bacterium REDSEA-S09_B4","X140",0.199344841060404
"SAR92 clade","X140",-0.129275283925423
"SCGC AAA164-E04","X140",0.11178655746188
"seawater metagenome","X140",-0.144843163408024
"Shewanella","X140",0.133383609303601
"Sinobacterium","X140",0.188512248347497
"Sulfitobacter","X140",-0.153015328305951
"SUP05 cluster","X140",0.212129809015566
"Sva0996 marine group","X140",0.214500726916684
"Synechococcus CC9902","X140",-0.115211460954674
"Thalassotalea","X140",0.0391452086250964
"Ulvibacter","X140",-0.203910704104901
"A714019","X1458",-0.163834147512453
"Aliiglaciecola","X1458",0.210176567557993
"Alteromonas","X1458",-0.206119371440905
"Alteromonas macleodii","X1458",-0.268691247124453
"Amphritea","X1458",-0.124265037570736
"Amylibacter","X1458",0.472235002903298
"Ascidiaceihabitans","X1458",0.0946986417653485
"AT-s3-44","X1458",-0.278783084435818
"Aureispira","X1458",-0.0179379653476539
"BD1-7 clade","X1458",-0.11538174242792
"Blastopirellula","X1458",-0.0762851629159107
"Candidatus Actinomarina","X1458",0.25115476873502
"Candidatus Endoecteinascidia","X1458",-0.242566413136945
"Candidatus Nitrosopelagicus","X1458",-0.267009572934246
"Candidatus Nitrosopumilus","X1458",-0.150610157029537
"Candidatus Puniceispirillum","X1458",0.652469666976518
"Catenovulum","X1458",-0.0930855769669392
"CL500-3","X1458",-0.0348306713860838
"Clade Ia","X1458",0.0980515276087739
"Clade Ib","X1458",-0.313189384453499
"Cm1-21","X1458",-0.136274801617801
"Colwellia","X1458",-0.107204508583784
"Crocinitomix","X1458",-0.139106754900755
"D_7__Chaetoceros","X1458",-0.0984923653727434
"Dokdonia","X1458",-0.00331601223643467
"Flavicella","X1458",-0.101313563654195
"Fluviicola","X1458",0.482797868297462
"Formosa","X1458",0.136683885732034
"Francisella","X1458",-0.105019757515991
"FS140-16B-02 marine group","X1458",-0.27467329987611
"Halioglobus","X1458",-0.0947920015395195
"Halomonas","X1458",-0.169333453604063
"Hellea","X1458",0.240354513558977
"hydrothermal vent metagenome","X1458",-0.269503138367836
"Idiomarina","X1458",-0.198035302261368
"IS-44","X1458",0.523774881433134
"JL-ETNP-F27","X1458",-0.162681392511599
"Lentimonas","X1458",0.70855242091118
"Lentisphaera","X1458",-0.115155984404916
"Lewinella","X1458",-0.0508639905384366
"LS-NOB","X1458",-0.133030249617938
"Luminiphilus","X1458",0.824964671645553
"Magnetospira","X1458",-0.257500201967737
"Marinagarivorans","X1458",-0.0680581583556949
"marine metagenome","X1458",-0.307124510471911
"Marinimicrobia bacterium SCGC AAA003-E22","X1458",-0.276556052760749
"Marinimicrobia bacterium SCGC AAA160-I06","X1458",-0.213139878994171
"Marinobacter","X1458",-0.171571294825643
"Marinoscillum","X1458",0.070356352156792
"MB11C04 marine group","X1458",0.220674823830241
"MD3-55","X1458",0.252268437290681
"metagenome","X1458",-0.138521193581376
"Milano-WF1B-03","X1458",-0.0782272916453443
"MWH-UniP1 aquatic group","X1458",-0.0949127811146661
"Nitrosomonas","X1458",-0.0648886011839249
"Nitrospina","X1458",-0.280818691540039
"NS10 marine group","X1458",0.0152171633724173
"NS2b marine group","X1458",-0.0689838924578952
"NS4 marine group","X1458",0.329758467950851
"NS5 marine group","X1458",0.622374797240332
"Oleibacter","X1458",0.00951708231340188
"Oleiphilus","X1458",-0.157999890641652
"Oleispira","X1458",-0.110220192982327
"OM27 clade","X1458",-0.0405631866946619
"OM43 clade","X1458",0.737914142305125
"OM60(NOR5) clade","X1458",0.775368377130683
"OM75 clade","X1458",-0.202623316037582
"Pelagicoccus","X1458",-0.097907424562817
"Peredibacter","X1458",-0.240743224305959
"Persicirhabdus","X1458",0.733075655089699
"Planktomarina","X1458",0.544745468322526
"Porticoccus","X1458",0.19946358262503
"Prochlorococcus MIT9313","X1458",-0.166793708388158
"Pseudoalteromonas","X1458",-0.208222591446909
"Pseudofulvibacter","X1458",-0.17224186114095
"Pseudohongiella","X1458",0.783827533255302
"Pseudomonas","X1458",-0.249027766945981
"Psychromonas","X1458",-0.18746724642227
"Reichenbachiella","X1458",-0.0978544005072693
"Rhodobacteraceae bacterium REDSEA-S29_B10","X1458",-0.168724648948294
"Rhodopirellula","X1458",-0.242804425202355
"Roseibacillus","X1458",0.590910072331537
"Roseobacter clade NAC11-7 lineage","X1458",-0.0812576072969703
"Rubripirellula","X1458",-0.0647005747845278
"Ruegeria","X1458",-0.158608316675651
"Saprospira","X1458",-0.202880323989903
"SAR116 cluster bacterium REDSEA-S10_B10N8","X1458",0.021301735735128
"SAR202 cluster bacterium SCGC AAA240-N13","X1458",-0.25944367259415
"SAR86 cluster bacterium REDSEA-S09_B4","X1458",-0.265016828900178
"SAR92 clade","X1458",0.662268439372772
"SCGC AAA164-E04","X1458",0.00896178509064834
"seawater metagenome","X1458",0.825704310809809
"Shewanella","X1458",-0.182392041871127
"Sinobacterium","X1458",0.0141913887703139
"Sulfitobacter","X1458",0.334715133922979
"SUP05 cluster","X1458",-0.0834256633867231
"Sva0996 marine group","X1458",-0.299165223169681
"Synechococcus CC9902","X1458",0.270894184281816
"Thalassotalea","X1458",0.151644077362449
"Ulvibacter","X1458",0.178279186111017
"A714019","X38655",-0.353973897022948
"Aliiglaciecola","X38655",-0.285178807811543
"Alteromonas","X38655",-0.380947331683034
"Alteromonas macleodii","X38655",-0.29308049348237
"Amphritea","X38655",-0.120185674771364
"Amylibacter","X38655",0.188175529430248
"Ascidiaceihabitans","X38655",-0.192733107823873
"AT-s3-44","X38655",-0.320421002474346
"Aureispira","X38655",-0.402241176580531
"BD1-7 clade","X38655",-0.128249773795568
"Blastopirellula","X38655",-0.2791210332621
"Candidatus Actinomarina","X38655",-0.161567483084169
"Candidatus Endoecteinascidia","X38655",-0.321017554994697
"Candidatus Nitrosopelagicus","X38655",-0.369975759316665
"Candidatus Nitrosopumilus","X38655",-0.349172427735856
"Candidatus Puniceispirillum","X38655",-0.173739064668736
"Catenovulum","X38655",-0.318970284013786
"CL500-3","X38655",-0.137030464593544
"Clade Ia","X38655",-0.204973911561
"Clade Ib","X38655",-0.388732379681522
"Cm1-21","X38655",-0.261994705613709
"Colwellia","X38655",-0.343344678894284
"Crocinitomix","X38655",-0.351961620560209
"D_7__Chaetoceros","X38655",0.285446783873976
"Dokdonia","X38655",-0.24722142099128
"Flavicella","X38655",-0.297064431776697
"Fluviicola","X38655",0.00595062274059145
"Formosa","X38655",0.462875686621996
"Francisella","X38655",0.076072277356047
"FS140-16B-02 marine group","X38655",-0.343247181612384
"Halioglobus","X38655",-0.247037501284069
"Halomonas","X38655",-0.335216106520067
"Hellea","X38655",0.346053461828841
"hydrothermal vent metagenome","X38655",-0.432420031056022
"Idiomarina","X38655",-0.31277838935932
"IS-44","X38655",-0.0575365940253104
"JL-ETNP-F27","X38655",-0.341840991368929
"Lentimonas","X38655",-0.160290845181969
"Lentisphaera","X38655",-0.445037914199298
"Lewinella","X38655",0.157262372572523
"LS-NOB","X38655",-0.345254328892863
"Luminiphilus","X38655",-0.114110512927776
"Magnetospira","X38655",-0.319957423183045
"Marinagarivorans","X38655",-0.27854796732139
"marine metagenome","X38655",-0.501070348067364
"Marinimicrobia bacterium SCGC AAA003-E22","X38655",-0.312841644260811
"Marinimicrobia bacterium SCGC AAA160-I06","X38655",-0.431131872273331
"Marinobacter","X38655",-0.324136390281381
"Marinoscillum","X38655",-0.441382065764313
"MB11C04 marine group","X38655",-0.279533527015274
"MD3-55","X38655",-0.162028467531518
"metagenome","X38655",-0.515983181013409
"Milano-WF1B-03","X38655",-0.186812425950225
"MWH-UniP1 aquatic group","X38655",-0.16873863656455
"Nitrosomonas","X38655",-0.22584797789547
"Nitrospina","X38655",-0.40940422205029
"NS10 marine group","X38655",0.181434010844429
"NS2b marine group","X38655",-0.451397050652121
"NS4 marine group","X38655",-0.101282530167719
"NS5 marine group","X38655",-0.294526996547386
"Oleibacter","X38655",-0.235155911496188
"Oleiphilus","X38655",0.0470066965014082
"Oleispira","X38655",-0.192427127999006
"OM27 clade","X38655",-0.383007418815787
"OM43 clade","X38655",-0.134423744096183
"OM60(NOR5) clade","X38655",-0.0255850662489369
"OM75 clade","X38655",-0.314907209056928
"Pelagicoccus","X38655",-0.222190118134723
"Peredibacter","X38655",-0.309887970106591
"Persicirhabdus","X38655",-0.23675152324172
"Planktomarina","X38655",0.36274300075827
"Porticoccus","X38655",-0.056812800826141
"Prochlorococcus MIT9313","X38655",-0.160959880926417
"Pseudoalteromonas","X38655",-0.412698214465836
"Pseudofulvibacter","X38655",-0.320870054235313
"Pseudohongiella","X38655",-0.244649869974128
"Pseudomonas","X38655",-0.298022183609187
"Psychromonas","X38655",-0.2326305900849
"Reichenbachiella","X38655",-0.25568842186472
"Rhodobacteraceae bacterium REDSEA-S29_B10","X38655",-0.154024662071949
"Rhodopirellula","X38655",-0.336928904387195
"Roseibacillus","X38655",-0.246525002477998
"Roseobacter clade NAC11-7 lineage","X38655",-0.322105539385916
"Rubripirellula","X38655",-0.291017291606505
"Ruegeria","X38655",0.0940402760330411
"Saprospira","X38655",0.130564375010516
"SAR116 cluster bacterium REDSEA-S10_B10N8","X38655",-0.178534780896454
"SAR202 cluster bacterium SCGC AAA240-N13","X38655",-0.270840049456318
